registrikood;nimi;staatus;kehtiv_alates;kehtiv_kuni
10484134;Osaühing Nata Paradiis;kehtiv;2017-08-18;
10271639;Osaühing Naxos;kehtiv;2004-05-18;
11149337;Osaühing Nordic Hotels;kehtiv;2007-12-04;
11149337;Osaühing Nordic Hotels;kehtiv;2007-12-04;
11149337;Osaühing Nordic Hotels;kehtiv;2007-12-04;
10229175;Osaühing Nuka Kaubad;kehtiv;2013-07-10;
11656755;Osaühing Nurgapealne;kehtiv;2010-02-04;
10248273;Osaühing Nurm;kehtiv;2005-03-28;
11185132;Osaühing OKTAR MT;kehtiv;2019-06-07;
11426667;Osaühing OVO KREDIIT;kehtiv;2018-01-10;
11248163;Osaühing Ohukotsu Ehitus;kehtiv;2019-02-26;
10196866;Osaühing Oligarh;kehtiv;2019-03-11;
10763928;Osaühing Olindia;kehtiv;2024-06-28;
10919721;Osaühing Orantes;kehtiv;2004-10-12;
10993261;Osaühing Ozon;kehtiv;2005-04-14;
11997982;Osaühing PAE BAAR;kehtiv;2010-10-27;
11144340;Osaühing PD Grupp;kehtiv;2005-06-21;
11334508;Osaühing POSITIVUS;kehtiv;2007-05-18;
11334508;Osaühing POSITIVUS;kehtiv;2008-11-24;
11101655;Osaühing PRIMOS GRUPP;kehtiv;2013-09-06;
11131679;Osaühing PUHTUS JA HOOLITSUS;kehtiv;2017-10-30;
10170772;Osaühing Paan;kehtiv;2005-02-17;
10170772;Osaühing Paan;kehtiv;2005-03-10;
10170772;Osaühing Paan;kehtiv;2005-03-11;
10170772;Osaühing Paan;kehtiv;2005-03-11;
10170772;Osaühing Paan;kehtiv;2005-03-30;
10170772;Osaühing Paan;kehtiv;2008-02-08;
10170772;Osaühing Paan;kehtiv;2014-09-18;
10656380;Osaühing Paleton;kehtiv;2008-11-21;
11961659;Osaühing Palgisaar;kehtiv;2010-07-19;
10335013;Osaühing Pantole;kehtiv;2004-04-28;
10276677;Osaühing Peeter Projekt;esitatud;2005-04-01;
11275266;Osaühing Pellando;kehtiv;2009-12-02;
10268436;Osaühing Perenaine;kehtiv;2004-08-25;
12558492;Osaühing Piiri Kalasaar;kehtiv;2017-01-21;
11526107;Osaühing Pitas;kehtiv;2009-05-07;
10049378;Osaühing Piurik;kehtiv;2023-03-09;
12095945;Osaühing Poeet;kehtiv;2021-03-17;
11189006;Osaühing Pressing;kehtiv;2006-03-10;
11189006;Osaühing Pressing;kehtiv;2014-12-11;
10982116;Osaühing Punane Torn;kehtiv;2004-07-23;
10617291;Osaühing Puuhamaa;kehtiv;2005-03-16;
10266584;Osaühing PÕHJA VALDUS;kehtiv;2009-09-16;
14079175;Osaühing Päikseline catering;kehtiv;2016-11-16;
12445954;Osaühing RAMM ja RUUM;kehtiv;2017-06-05;
10113099;Osaühing REFKOMP;kehtiv;2005-04-14;
10196984;Osaühing REINEBERG;kehtiv;2004-08-12;
11292230;Osaühing RIKAS-VO;kehtiv;2007-04-27;
11031268;Osaühing RILJA;kehtiv;2011-04-28;
11430382;Osaühing ROCCA HOTELLIGRUPP;kehtiv;2008-04-30;
10056444;Osaühing ROOSTA PUHKEKÜLA;kehtiv;2005-05-30;
11188656;Osaühing RUSANIKA;kehtiv;2006-03-01;
10122253;Osaühing Raaret;kehtiv;2016-06-06;
10771069;Osaühing Rakbowl;kehtiv;2012-07-11;
10368793;Osaühing Ranissa;kehtiv;2006-05-18;
11322586;Osaühing Ranna-Villa;kehtiv;2018-05-28;
11108901;Osaühing Reeda Pagar;kehtiv;2016-06-30;
10931107;Osaühing Reelingu;kehtiv;2005-04-14;
11435793;Osaühing Reimerland;kehtiv;2008-02-08;
10003376;Osaühing Reinup Reisid;kehtiv;2005-04-05;
10082105;Osaühing Reiser;kehtiv;2004-07-08;
10817067;Osaühing Reneman;kehtiv;2010-03-25;
10931550;Osaühing Rest Best;kehtiv;2009-08-14;
10327682;Osaühing Roland Kaubandus;kehtiv;2012-04-12;
10327682;Osaühing Roland Kaubandus;kehtiv;2014-05-20;
11072209;Osaühing Romss;kehtiv;2017-11-20;
11481735;Osaühing Ronyx Log;kehtiv;2014-06-06;
10218042;Osaühing SALUKIVI;kehtiv;2004-12-13;
10077498;Osaühing SAMBAR;kehtiv;2005-03-24;
10077498;Osaühing SAMBAR;kehtiv;2005-03-24;
10077498;Osaühing SAMBAR;kehtiv;2005-03-24;
10077498;Osaühing SAMBAR;kehtiv;2008-12-05;
10797076;Osaühing SANESI;kehtiv;2013-01-11;
10783693;Osaühing SIANNA;kehtiv;2013-08-12;
10963774;Osaühing SILDEX;kehtiv;2007-05-03;
10647791;Osaühing SMARTSON;kehtiv;2026-02-05;
10795360;Osaühing SMG Invest;kehtiv;2022-10-20;
10859278;Osaühing SPINNAKER;kehtiv;2019-07-08;
11363258;Osaühing Saare Värav;kehtiv;2007-06-05;
14367709;Osaühing Sabroso;kehtiv;2020-07-20;
11576536;Osaühing Sahvri;kehtiv;2010-04-21;
10098595;Osaühing Saialill;kehtiv;2005-02-09;
10250614;Osaühing Salvador;kehtiv;2004-10-11;
10414895;Osaühing Sassimaja;kehtiv;2005-07-27;
10101144;Osaühing Sava Pargipaik;kehtiv;2005-04-22;
10115537;Osaühing Savello;kehtiv;2021-01-29;
11009748;Osaühing Seelight;kehtiv;2004-05-25;
11075082;Osaühing Sentafarm;kehtiv;2017-03-21;
11038514;Osaühing Serventor;kehtiv;2004-07-12;
11394829;Osaühing Sillaääre;kehtiv;2008-07-16;
10147431;Osaühing Solarell;kehtiv;2024-11-14;
10090688;Osaühing Some;kehtiv;2013-12-12;
14294548;Osaühing Sretensk;kehtiv;2025-06-17;
10007865;Osaühing Stateksi;kehtiv;2005-04-15;
10999737;Osaühing Stefania;kehtiv;2005-01-13;
12585135;Osaühing Steinfors pluss;kehtiv;2017-05-04;
10229270;Osaühing Stekil;kehtiv;2004-08-30;
10229270;Osaühing Stekil;kehtiv;2013-11-29;
10082816;Osaühing Store;kehtiv;2017-06-12;
11446455;Osaühing Sulps;kehtiv;2010-01-05;
10703599;Osaühing Sunita Trading;kehtiv;2005-04-20;
11136375;Osaühing Sunna;kehtiv;2017-08-22;
10741513;Osaühing Supeluse Kinnisvara;kehtiv;2010-06-17;
10187347;Osaühing Süsi SG;kehtiv;2005-02-01;
10187347;Osaühing Süsi SG;kehtiv;2013-02-05;
10119564;Osaühing TE Ehitus;kehtiv;2005-05-26;
10161833;Osaühing TIGRAN PLUS;kehtiv;2005-09-28;
10854275;Osaühing TIKVEL;kehtiv;2007-05-28;
10952552;Osaühing TLG HOTELL;kehtiv;2004-05-10;
10952552;Osaühing TLG HOTELL;kehtiv;2004-05-10;
10952552;Osaühing TLG HOTELL;kehtiv;2004-05-10;
10952552;Osaühing TLG HOTELL;kehtiv;2004-05-10;
10952552;Osaühing TLG HOTELL;kehtiv;2007-03-13;
10952552;Osaühing TLG HOTELL;kehtiv;2007-03-13;
10952552;Osaühing TLG HOTELL;kehtiv;2007-03-13;
10952552;Osaühing TLG HOTELL;kehtiv;2007-03-13;
10952552;Osaühing TLG HOTELL;kehtiv;2009-02-18;
10407470;Osaühing TRANS-A;kehtiv;2018-05-30;
10336575;Osaühing TS Partner;kehtiv;2005-06-16;
11598348;Osaühing TT Lontova;kehtiv;2011-08-22;
11273385;Osaühing TUULMER;kehtiv;2006-08-22;
10151349;Osaühing Taagepera Loss;kehtiv;2006-03-31;
14001285;Osaühing Tagavälja Talutare;kehtiv;2017-06-05;
10403532;Osaühing Taimler MM;kehtiv;2004-05-25;
10403532;Osaühing Taimler MM;kehtiv;2011-03-28;
10403532;Osaühing Taimler MM;kehtiv;2012-04-26;
10403532;Osaühing Taimler MM;kehtiv;2012-04-27;
11954369;Osaühing Tarkmees;kehtiv;2020-01-20;
11322557;Osaühing Tasskohvi;kehtiv;2007-08-27;
10559955;Osaühing Tervise Paradiis;kehtiv;2004-06-28;
10559955;Osaühing Tervise Paradiis;kehtiv;2005-02-22;
10559955;Osaühing Tervise Paradiis;kehtiv;2005-02-22;
10559955;Osaühing Tervise Paradiis;kehtiv;2005-02-22;
10559955;Osaühing Tervise Paradiis;kehtiv;2005-02-22;
10559955;Osaühing Tervise Paradiis;kehtiv;2005-02-22;
10559955;Osaühing Tervise Paradiis;kehtiv;2011-07-15;
11320707;Osaühing Tiigi Pood;kehtiv;2015-01-16;
10971928;Osaühing Tirumala;kehtiv;2008-01-08;
10971928;Osaühing Tirumala;kehtiv;2014-06-16;
10909846;Osaühing Tondiraba Tennisekeskus;kehtiv;2005-05-09;
10668868;Osaühing Top Kinnisvara;kehtiv;2005-04-27;
10633568;Osaühing Traus-RAK;kehtiv;2005-02-09;
10633568;Osaühing Traus-RAK;kehtiv;2013-08-14;
10972649;Osaühing Travel Balt;kehtiv;2005-08-18;
12532989;Osaühing TruckExpress;kehtiv;2016-08-16;
10769144;Osaühing Truude;kehtiv;2013-04-08;
10676282;Osaühing Tuberkuloited;esitatud;2005-05-02;
10497639;Osaühing Tuudur Alter;kehtiv;2004-04-30;
10008480;Osaühing Tuuleveski;kehtiv;2007-03-06;
10008480;Osaühing Tuuleveski;kehtiv;2010-05-07;
10250643;Osaühing Tõnis ja Pojad;kehtiv;2009-04-15;
10294793;Osaühing ULTRA KAUBANDUS;kehtiv;2010-02-25;
11235663;Osaühing UpLine Grupp;kehtiv;2012-10-12;
10885985;Osaühing Upakkterminal EV;kehtiv;2012-10-30;
11443775;Osaühing Urban Sport;kehtiv;2024-06-17;
10501281;Osaühing Usin-TR;kehtiv;2010-11-17;
10669035;Osaühing VIATOR VITA;kehtiv;2005-04-13;
10133995;Osaühing VIIRA PLUSS;kehtiv;2004-08-12;
11452320;Osaühing VIP Shop;kehtiv;2015-10-29;
11045342;Osaühing Valga Voorimees;kehtiv;2004-08-18;
11131107;Osaühing Vallimägi;kehtiv;2005-09-23;
10741571;Osaühing Vana-Tooma Talu;kehtiv;2005-04-29;
10811142;Osaühing Vanalinna Bowling;kehtiv;2005-02-21;
10795456;Osaühing Veiko Transport;kehtiv;2020-08-03;
10409701;Osaühing Vengeldo;kehtiv;2005-04-06;
10654180;Osaühing Veniete;kehtiv;2009-08-14;
10654180;Osaühing Veniete;kehtiv;2009-08-14;
10654180;Osaühing Veniete;kehtiv;2012-08-27;
11522380;Osaühing Verta Teenused;kehtiv;2022-09-18;
10493713;Osaühing Vesivärava;kehtiv;2004-08-24;
10196346;Osaühing Viitna Puhkekeskus;kehtiv;2005-04-05;
10074689;Osaühing Vilaret;kehtiv;2010-05-14;
10216238;Osaühing Viljandi KEK;kehtiv;2008-12-04;
10196180;Osaühing VÕSU GRILLBAAR;kehtiv;2005-04-15;
10771721;Osaühing VÜRST;kehtiv;2004-07-23;
10396335;Osaühing Väike Manuk;kehtiv;2014-05-16;
10293730;Osaühing WESMO;kehtiv;2005-06-22;
10420312;Osaühing WIPO;kehtiv;2005-03-10;
11301957;Osaühing WellcomeGroup;kehtiv;2010-03-03;
10338823;Osaühing Westender;kehtiv;2004-08-26;
10637709;Osaühing Westham Invest;kehtiv;2024-10-09;
12290925;Osaühing Wind of Change;kehtiv;2012-06-29;
11087530;Osaühing Witafan;kehtiv;2016-11-28;
10279049;Osaühing ZERIS;kehtiv;2013-10-07;
10043217;Osaühing ZUBRORUS;kehtiv;2004-12-28;
10199184;Osaühing Ziljano;kehtiv;2005-04-21;
16657506;Osaühing Ääsmäe Külaplatsi kohvik;kehtiv;2023-02-06;
10074465;Osaühing Õlletare;kehtiv;2005-05-13;
10074465;Osaühing Õlletare;kehtiv;2005-05-13;
10568836;Osaühing Šabet Kaubandus;kehtiv;2005-04-11;
10568836;Osaühing Šabet Kaubandus;kehtiv;2005-04-11;
10568836;Osaühing Šabet Kaubandus;kehtiv;2005-04-11;
10186477;Osaühing ŽUR;kehtiv;2004-12-17;
11463536;Oserv OÜ;kehtiv;2009-06-01;
14323422;Osmussaare Mesi OÜ;kehtiv;2021-04-11;
14960287;Ostberg OÜ;kehtiv;2024-04-25;
16776234;Osteria Group OÜ;kehtiv;2025-06-10;
14463494;Osteria Moderna OÜ;kehtiv;2020-03-25;
12061320;Osteria OÜ;kehtiv;2011-05-06;
11379209;Ostrat Grupp OÜ;kehtiv;2013-04-24;
16884811;Otaku Köök OÜ;kehtiv;2024-09-23;
77000683;Otepää Kultuurikeskused;kehtiv;2018-04-12;
17205947;Otsa Elamustalu OÜ;kehtiv;2025-08-21;
16936956;Oven cafe OÜ;kehtiv;2024-04-16;
10871664;Oxforell OÜ;kehtiv;2005-04-12;
16064427;OysterBoys OÜ;kehtiv;2024-12-16;
12143638;OÜ 2 Kokteili;kehtiv;2015-06-11;
11112216;OÜ A & R;kehtiv;2006-12-05;
16047759;OÜ A.A.M. kohvik;kehtiv;2021-11-26;
14765249;OÜ A360;kehtiv;2020-08-12;
12363067;OÜ ABIEHITUS;kehtiv;2013-05-30;
14128620;OÜ ABOUGHALY;kehtiv;2017-09-02;
10670411;OÜ ADELOONE;kehtiv;2005-04-19;
10670411;OÜ ADELOONE;kehtiv;2012-05-02;
10827054;OÜ AKORD INVEST;kehtiv;2005-04-20;
11375565;OÜ ALDERISLAND;kehtiv;2020-06-04;
16825932;OÜ ALEKSEF;kehtiv;2024-05-30;
12109305;OÜ ALLIKAKOOPA;kehtiv;2011-11-11;
10835792;OÜ ALTMÕISA;kehtiv;2005-04-12;
11651746;OÜ ANNA EDASI;kehtiv;2021-08-03;
10352378;OÜ ANTI JA PARTNERID;kehtiv;2005-04-11;
12373597;OÜ AO Investeering;kehtiv;2019-12-12;
14176369;OÜ APL Restoranid;kehtiv;2018-05-22;
11078005;OÜ ARIPALTE;kehtiv;2005-04-12;
11078005;OÜ ARIPALTE;kehtiv;2008-02-04;
11078005;OÜ ARIPALTE;kehtiv;2011-06-21;
11078005;OÜ ARIPALTE;kehtiv;2013-12-27;
16496109;OÜ ARJAAN;kehtiv;2022-07-20;
11034551;OÜ ARTENEX;kehtiv;2024-09-18;
10912593;OÜ ASPIC;kehtiv;2017-06-12;
10030686;OÜ ASSA TARE;kehtiv;2004-11-24;
17136821;OÜ AUVÄRAV;kehtiv;2025-09-09;
16303547;OÜ AV Investeeringud;kehtiv;2024-11-05;
12476156;OÜ AVGUSTA;kehtiv;2025-05-21;
11408603;OÜ Aadlipreili;kehtiv;2008-05-06;
10845170;OÜ Aadupoisid;kehtiv;2005-02-21;
11137630;OÜ Aasa Kohvik;kehtiv;2005-07-29;
12993590;OÜ Acubens TS;kehtiv;2016-02-15;
11700077;OÜ Aesir;kehtiv;2011-08-16;
11938264;OÜ Ahadeli;kehtiv;2012-08-23;
12563613;OÜ Ai Long;kehtiv;2013-12-31;
16705487;OÜ Aida Peosaal;kehtiv;2023-08-14;
16849418;OÜ Aiving;kehtiv;2024-03-15;
11311720;OÜ Akdeniz;kehtiv;2010-01-05;
11311720;OÜ Akdeniz;kehtiv;2012-04-05;
14387161;OÜ Alioli;kehtiv;2024-05-02;
12588911;OÜ Almandin;kehtiv;2014-01-24;
14142620;OÜ Altairmoi;kehtiv;2017-12-01;
11636043;OÜ Altvälja;kehtiv;2012-07-05;
12153393;OÜ Alõmova Irina;kehtiv;2011-10-06;
14047028;OÜ Ambassa Munshigany;kehtiv;2016-12-05;
10574727;OÜ Amerim;kehtiv;2005-12-22;
12837499;OÜ Aneira;kehtiv;2015-05-02;
12776319;OÜ Anmand;kehtiv;2016-03-13;
17308676;OÜ Anni Kohvikud;kehtiv;2025-11-13;
12648213;OÜ Anweb;kehtiv;2017-06-09;
10574433;OÜ Arefonte Chemicals;kehtiv;2009-05-26;
10574433;OÜ Arefonte Chemicals;kehtiv;2011-05-09;
11568092;OÜ Arm-Ararat;kehtiv;2010-10-14;
16922078;OÜ Art Cesari;kehtiv;2024-11-19;
12211893;OÜ Artbeat;kehtiv;2024-04-11;
12295288;OÜ Artop;kehtiv;2012-06-11;
11185669;OÜ Arturi Juures;kehtiv;2005-12-02;
11185669;OÜ Arturi Juures;kehtiv;2014-07-23;
16229940;OÜ Arukas Hobu;kehtiv;2022-03-28;
10083300;OÜ Asa Spa;kehtiv;2005-05-24;
10083300;OÜ Asa Spa;kehtiv;2005-05-24;
10083300;OÜ Asa Spa;kehtiv;2005-05-24;
10083300;OÜ Asa Spa;kehtiv;2005-05-24;
10083300;OÜ Asa Spa;kehtiv;2005-05-24;
10083300;OÜ Asa Spa;kehtiv;2005-05-24;
10083300;OÜ Asa Spa;kehtiv;2005-05-24;
11963457;OÜ Atribor;kehtiv;2025-03-16;
11726390;OÜ Auris Investments;kehtiv;2010-02-12;
10615671;OÜ Azamar;kehtiv;2005-05-12;
17014963;OÜ BH Grupp;kehtiv;2024-10-19;
10944110;OÜ BRITNEY;kehtiv;2006-02-28;
12997470;OÜ Baan Thai;kehtiv;2017-04-08;
16002709;OÜ BaltaTramm;kehtiv;2020-08-11;
12785288;OÜ Balti I.S.;kehtiv;2017-12-20;
11063127;OÜ Barosel;kehtiv;2014-04-17;
16227148;OÜ Beibebaar;kehtiv;2021-05-27;
10569971;OÜ Benitrade;kehtiv;2004-08-23;
16756846;OÜ Best Beef;kehtiv;2023-07-06;
14047301;OÜ Best Party Solutions;kehtiv;2021-07-26;
10385604;OÜ Bevega;kehtiv;2005-03-10;
11430666;OÜ Biitmii;kehtiv;2026-04-08;
16592557;OÜ Boho Hub;kehtiv;2023-03-31;
11185600;OÜ Bona Verbum;kehtiv;2019-07-17;
14542213;OÜ Break Cafe;kehtiv;2018-08-24;
16665888;OÜ Brevesti;kehtiv;2023-05-15;
16710749;OÜ Briis Bar;kehtiv;2025-05-17;
16538138;OÜ Burrata;kehtiv;2025-05-07;
11212900;OÜ CAFE VELVET;kehtiv;2007-05-09;
10970774;OÜ COPS & MAX;kehtiv;2006-06-19;
16795013;OÜ CafeOk;kehtiv;2026-03-11;
14582129;OÜ Califa;kehtiv;2020-06-15;
14283438;OÜ Catering Team;kehtiv;2017-08-08;
12738171;OÜ CharmFood;kehtiv;2019-10-30;
11223826;OÜ Chedi;kehtiv;2008-01-15;
14163800;OÜ Chinar Group;kehtiv;2016-12-27;
14024300;OÜ Chocostick;kehtiv;2016-09-29;
11371194;OÜ Cocktail Catering;kehtiv;2024-04-04;
10576698;OÜ Coconut Trade;kehtiv;2020-06-22;
10973577;OÜ ConellGroup;kehtiv;2004-05-10;
16186596;OÜ Crissimo;kehtiv;2024-07-18;
16440304;OÜ DZEM;kehtiv;2022-12-12;
12726937;OÜ Danton;kehtiv;2019-10-15;
12504777;OÜ Delhi Gate;kehtiv;2016-09-20;
10687423;OÜ Desito Invest;kehtiv;2005-04-25;
12597397;OÜ Diner Food;kehtiv;2014-04-17;
16648588;OÜ Disain ja vein;kehtiv;2023-06-22;
17311299;OÜ Disco Fantastico;kehtiv;2026-04-24;
17070192;OÜ DomFood;kehtiv;2024-11-03;
10942080;OÜ Dorpat Sport;kehtiv;2010-01-26;
14824845;OÜ Dreamlandia;kehtiv;2023-11-19;
10920753;OÜ EASY STAY HOSPITALITY GROUP;kehtiv;2004-05-11;
10548331;OÜ EKOVIR;esitatud;2014-12-08;
10888896;OÜ EKSELON;kehtiv;2018-10-03;
11103140;OÜ ELEKAASIK-RIIN;kehtiv;2008-09-04;
10474354;OÜ ENTRI;kehtiv;2012-11-01;
11239328;OÜ ESTFORCE;kehtiv;2006-05-29;
11444160;OÜ EUROFORTRESS;kehtiv;2024-06-24;
11076271;OÜ EVELAIN KÖÖK;kehtiv;2006-08-22;
16858268;OÜ EatGood;kehtiv;2024-03-01;
17297553;OÜ Eclano;kehtiv;2025-09-08;
11544453;OÜ Eduger;kehtiv;2008-12-30;
10382853;OÜ Efendi;kehtiv;2004-12-28;
10382853;OÜ Efendi;kehtiv;2007-04-27;
10382853;OÜ Efendi;kehtiv;2013-06-17;
12177873;OÜ Ellegant;kehtiv;2014-04-28;
10049906;OÜ Enn Roose & Ko;kehtiv;2014-06-20;
12500653;OÜ Erkehe;kehtiv;2014-06-03;
11540314;OÜ Erki.S.;kehtiv;2008-12-19;
12527563;OÜ Escarius;kehtiv;2013-10-18;
16489575;OÜ Eskobaar;kehtiv;2022-05-19;
14205361;OÜ Etsi talutooted;kehtiv;2018-06-19;
10978451;OÜ EuroClass;kehtiv;2024-04-26;
11210367;OÜ Euromeister;kehtiv;2018-10-11;
11746702;OÜ Eurowear;kehtiv;2022-01-06;
10454682;OÜ Exo Trade;kehtiv;2005-04-14;
12632538;OÜ Express Ration;kehtiv;2022-06-16;
10853488;OÜ FASTEREN;kehtiv;2005-04-13;
12335042;OÜ FELLINI KOHVIK;kehtiv;2012-12-20;
12625432;OÜ FLORENS;kehtiv;2014-04-16;
11553564;OÜ FOODSTOP;kehtiv;2011-03-21;
14713583;OÜ FROSTDESIGN;kehtiv;2019-06-10;
12252344;OÜ Fantyard;kehtiv;2012-04-27;
10195364;OÜ Feeter;kehtiv;2005-04-18;
10195364;OÜ Feeter;kehtiv;2009-03-11;
10742323;OÜ Feldmanni Köök;kehtiv;2009-04-13;
10427604;OÜ Feniston;kehtiv;2017-02-13;
12412848;OÜ Feum;kehtiv;2024-09-13;
12123989;OÜ Fidera Baltic;kehtiv;2020-02-05;
10889302;OÜ Firmaekspert;kehtiv;2017-01-25;
17335259;OÜ Flerry;kehtiv;2026-05-05;
12257454;OÜ Flusso;kehtiv;2012-06-13;
12257454;OÜ Flusso;kehtiv;2013-04-30;
12257454;OÜ Flusso;kehtiv;2013-10-10;
12849835;OÜ Fortnoks;kehtiv;2015-06-03;
12547590;OÜ Fregatt;kehtiv;2013-12-09;
12379329;OÜ GENAU;kehtiv;2014-06-16;
12494800;OÜ GINER;kehtiv;2013-07-18;
14690273;OÜ Garden Cafe;kehtiv;2019-05-22;
11204088;OÜ Garsmille;kehtiv;2006-11-16;
16301152;OÜ Gaston Grupp;kehtiv;2022-06-22;
14082390;OÜ Gastro G;kehtiv;2016-07-26;
14216347;OÜ Gemüüse;kehtiv;2017-03-09;
11386899;OÜ Gofood Group;kehtiv;2021-04-26;
11658797;OÜ Gospa;kehtiv;2011-01-17;
10741690;OÜ Grand Hotel Viljandi;kehtiv;2005-05-02;
12155937;OÜ Green Souplin;kehtiv;2023-05-24;
12956293;OÜ Grillar;kehtiv;2016-01-26;
16025551;OÜ Grizzli Gurmee;kehtiv;2021-04-02;
12555200;OÜ Grus;kehtiv;2015-04-29;
10453487;OÜ Gurmania;kehtiv;2005-03-24;
11537594;OÜ Gurmann Group;kehtiv;2026-04-29;
11579894;OÜ Gurmeeklubi;kehtiv;2016-11-23;
11150688;OÜ HARDABAAR;kehtiv;2018-10-08;
10960586;OÜ HARVESTON KAUBANDUS;kehtiv;2010-02-15;
12555743;OÜ HAYASTAN Group;kehtiv;2014-12-11;
17104287;OÜ HOLA GRILL;kehtiv;2025-06-18;
14982774;OÜ Hall i Pizza;kehtiv;2020-07-07;
12583194;OÜ Harjumaa Avatud Koolituskoda;kehtiv;2020-07-05;
16706951;OÜ Hea Tee;kehtiv;2023-05-15;
12200112;OÜ Heim;kehtiv;2012-04-12;
10071709;OÜ Hermes Pärnu;kehtiv;2005-04-22;
16419787;OÜ Hi:oma:;kehtiv;2024-03-11;
12186429;OÜ Hiienurme;kehtiv;2012-02-17;
14034480;OÜ Hiiu Gruuv;kehtiv;2016-05-26;
10894694;OÜ Hiiu Jorn;kehtiv;2014-06-17;
14010775;OÜ Hommiku Kohvik;kehtiv;2016-08-16;
14647828;OÜ Hortego;kehtiv;2019-02-04;
11280161;OÜ Hotell Euroopa;kehtiv;2014-09-01;
10366564;OÜ Hotell Sõnajala;kehtiv;2005-06-09;
11033876;OÜ Hotell Telegraaf;kehtiv;2007-04-26;
11033876;OÜ Hotell Telegraaf;kehtiv;2007-04-26;
12596245;OÜ Hotellijuht;kehtiv;2021-04-06;
14154511;OÜ Humalakoda;kehtiv;2017-05-17;
10924484;OÜ Hunt Kriimsilm;kehtiv;2004-06-01;
12215154;OÜ Huntmees Film;kehtiv;2019-02-21;
12138436;OÜ HÄÄD ROAD;kehtiv;2019-12-03;
14547883;OÜ Härra Mesinik;kehtiv;2022-11-17;
14048140;OÜ Hõbekeskus;kehtiv;2019-07-17;
16175339;OÜ Hõberesto;kehtiv;2021-05-25;
17193210;OÜ Hõrgutaja;kehtiv;2025-03-27;
12168880;OÜ IDentist;kehtiv;2023-06-01;
10885873;OÜ IGOLEG TOITLUSTAMINE;kehtiv;2005-04-13;
10885873;OÜ IGOLEG TOITLUSTAMINE;kehtiv;2005-04-13;
11135186;OÜ ILMARADA;kehtiv;2007-04-20;
11061128;OÜ ISPRE;kehtiv;2004-11-19;
14678065;OÜ Ihamaru Kõrts;kehtiv;2020-02-10;
14566648;OÜ Ilus Vara;kehtiv;2019-04-17;
16418262;OÜ Ingeri kohvik;kehtiv;2022-04-11;
12278290;OÜ Inni Catering;kehtiv;2013-03-07;
12829152;OÜ Isevärki;kehtiv;2025-10-28;
14013223;OÜ JaapaniMaitsed;kehtiv;2018-03-08;
10831417;OÜ Jagula;kehtiv;2005-09-30;
14923694;OÜ Jantur;kehtiv;2024-06-26;
16998733;OÜ Japikreeta;kehtiv;2025-05-22;
11710213;OÜ Joogid autos;kehtiv;2023-05-03;
17195309;OÜ JumalAita;kehtiv;2025-05-19;
14827051;OÜ Jussiku;kehtiv;2020-11-16;
14066824;OÜ JÄTSU;kehtiv;2016-07-03;
10945747;OÜ Jõe-Projekt;kehtiv;2005-02-10;
10247894;OÜ KADAKA BAAR;kehtiv;2005-02-22;
10247894;OÜ KADAKA BAAR;kehtiv;2009-01-08;
10247894;OÜ KADAKA BAAR;kehtiv;2011-12-20;
11667303;OÜ KAETUD LAUAD;kehtiv;2016-06-09;
10243850;OÜ KAI HESTIA;kehtiv;2011-08-16;
10628076;OÜ KAIFI;kehtiv;2005-01-11;
11374442;OÜ KALLE MARMOR TRANSPORT;kehtiv;2016-05-17;
14542199;OÜ KANED;kehtiv;2020-09-10;
12342831;OÜ KAPARELLA;kehtiv;2012-12-14;
11006552;OÜ KARUPESA HOTELL;kehtiv;2005-04-12;
11006552;OÜ KARUPESA HOTELL;kehtiv;2005-04-12;
16524981;OÜ KATHMANDU;kehtiv;2022-10-16;
10383321;OÜ KATRES;kehtiv;2005-04-25;
10972603;OÜ KEEPING;kehtiv;2005-07-01;
11122640;OÜ KILIKIA;kehtiv;2013-03-15;
11247070;OÜ KILPLANE;kehtiv;2011-11-02;
10793786;OÜ KOIDULAPARK HOTELL;kehtiv;2004-07-02;
16450053;OÜ KOPLI STAR;kehtiv;2022-02-27;
11399778;OÜ KP TIPSTER;kehtiv;2024-05-24;
14408199;OÜ KRAINE;kehtiv;2018-01-16;
10823932;OÜ KRANTSI KÕRTS;kehtiv;2005-06-21;
12126969;OÜ KRISTIFT;kehtiv;2026-05-20;
12251828;OÜ KS Kaivis;kehtiv;2015-06-01;
17453912;OÜ KSR SAFFER;kehtiv;2026-04-18;
14874487;OÜ KUUSAP;kehtiv;2022-07-21;
11816839;OÜ Kadakamäe;kehtiv;2021-08-19;
16902288;OÜ Kadi Kausid;kehtiv;2024-05-10;
12037698;OÜ Kagu Cofee;kehtiv;2011-03-21;
11891580;OÜ Kaisma Suurjärve Puhkeala;kehtiv;2014-07-15;
12646635;OÜ Kaks Kokka;kehtiv;2014-11-18;
16178846;OÜ Kalana Puffet;kehtiv;2021-05-12;
14801132;OÜ Kalapesa;kehtiv;2020-08-09;
11053554;OÜ Kalevi Veekeskus;kehtiv;2005-12-30;
11053554;OÜ Kalevi Veekeskus;kehtiv;2005-12-30;
11053554;OÜ Kalevi Veekeskus;kehtiv;2006-02-03;
11053554;OÜ Kalevi Veekeskus;kehtiv;2006-02-03;
16101217;OÜ Kallusilma;kehtiv;2022-11-21;
